CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50002434,CIBO MARKET,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464775291,American,11/01/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50002432,WORLD BEAN,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464775291,American,11/01/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50002430,WORLD BEAN MAIN,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464835087,American,11/01/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50002431,DUE AMICI,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464835087,Italian,11/01/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,6,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50002432,WORLD BEAN,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464775291,American,11/01/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
41108575,SOHO BISTRO,Queens,,JFK INTERNATIONAL AIRPORT,11430,7186561012,American,11/01/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50002431,DUE AMICI,Queens,,JFK INTERNATIONAL AIRPORT,11430,6464835087,Italian,11/01/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
41108575,SOHO BISTRO,Queens,,JFK INTERNATIONAL AIRPORT,11430,7186561012,American,11/01/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,11/01/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,,,,,,,
50059082,M.I.A. MADE IN ASTORIA,Queens,2735,21ST ST,11102,7186509848,American,11/03/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,16,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,40.771489011228,-73.926511411517,401,22,007100,4006123,4005430002,QN71,
50059082,M.I.A. MADE IN ASTORIA,Queens,2735,21ST ST,11102,7186509848,American,11/03/2017,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,16,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,40.771489011228,-73.926511411517,401,22,007100,4006123,4005430002,QN71,
50059082,M.I.A. MADE IN ASTORIA,Queens,2735,21ST ST,11102,7186509848,American,11/03/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,40.771489011228,-73.926511411517,401,22,007100,4006123,4005430002,QN71,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,15,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,15,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
40911114,SWAY LOUNGE,Manhattan,305,SPRING STREET,10013,2126205220,American,11/04/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,06/06/2024,Cycle Inspection / Initial Inspection,40.725924490635,-74.008420762412,102,03,003700,1010363,1005970032,MN24,
41611698,WINNER'S CIRCLE COFFEE SHOP,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153544,American,11/09/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,11/09/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.677664571164,-73.828757893149,410,32,086400,4457718,4115430002,QN55,
50003174,BOILERMAKER,Manhattan,72,EAST    1 STREET,10003,2129955400,American,11/09/2017,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,7,A,11/09/2017,06/06/2024,Cycle Inspection / Re-inspection,40.723377099773,-73.988700593011,103,02,003602,1079099,1004437503,MN22,
41611698,WINNER'S CIRCLE COFFEE SHOP,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153544,American,11/09/2017,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,10,A,11/09/2017,06/06/2024,Cycle Inspection / Initial Inspection,40.677664571164,-73.828757893149,410,32,086400,4457718,4115430002,QN55,
50007955,"MONARCH GILDED LILY , KOLA H",Manhattan,408,WEST   15 STREET,10011,6467907070,American,11/18/2017,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.741921152574,-74.005564672358,104,03,008300,1012538,1007120040,MN13,
50007955,"MONARCH GILDED LILY , KOLA H",Manhattan,408,WEST   15 STREET,10011,6467907070,American,11/18/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.741921152574,-74.005564672358,104,03,008300,1012538,1007120040,MN13,
50007955,"MONARCH GILDED LILY , KOLA H",Manhattan,408,WEST   15 STREET,10011,6467907070,American,11/18/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.741921152574,-74.005564672358,104,03,008300,1012538,1007120040,MN13,
50007955,"MONARCH GILDED LILY , KOLA H",Manhattan,408,WEST   15 STREET,10011,6467907070,American,11/18/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.741921152574,-74.005564672358,104,03,008300,1012538,1007120040,MN13,
50007955,"MONARCH GILDED LILY , KOLA H",Manhattan,408,WEST   15 STREET,10011,6467907070,American,11/18/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,23,,,06/06/2024,Cycle Inspection / Initial Inspection,40.741921152574,-74.005564672358,104,03,008300,1012538,1007120040,MN13,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,11/22/2017,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,06/06/2024,Administrative Miscellaneous / Re-inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,11/22/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,11,A,11/22/2017,06/06/2024,Cycle Inspection / Re-inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
40398688,MASTER WOK,Brooklyn,5100,KINGS PLAZA SHOPPING CT,11234,7182586943,Chinese,11/22/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,11/22/2017,06/06/2024,Cycle Inspection / Re-inspection,40.609928854538,-73.922281617072,318,46,069800,3326830,3084700055,BK45,
41681923,MIST HARLEM,Manhattan,46,WEST  116 STREET,10026,6467383043,American,11/27/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,B,11/27/2017,06/06/2024,Cycle Inspection / Re-inspection,40.801465396451,-73.948395674795,110,09,019000,1087782,1015997502,MN11,
41681923,MIST HARLEM,Manhattan,46,WEST  116 STREET,10026,6467383043,American,11/27/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,B,11/27/2017,06/06/2024,Cycle Inspection / Re-inspection,40.801465396451,-73.948395674795,110,09,019000,1087782,1015997502,MN11,
41681923,MIST HARLEM,Manhattan,46,WEST  116 STREET,10026,6467383043,American,11/27/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,25,B,11/27/2017,06/06/2024,Cycle Inspection / Re-inspection,40.801465396451,-73.948395674795,110,09,019000,1087782,1015997502,MN11,
